temp,humidity,aroma,color,quality
24.68,48.66,771,86,Bad
26.51,55.88,1217,94,Excellent
20.99,45.92,559,115,Bad
37.47,79.25,1976,170,Bad
29.32,61.62,348,106,Good
39.12,54.05,899,59,Average
30.33,83.01,1993,51,Average
31.21,76.97,1966,63,Average
31.41,86.26,1913,122,Good
26.11,61.03,792,50,Average
34.72,76.98,1760,83,Average
27.75,40.89,1227,185,Average
20.92,59.2,899,121,Good
29.9,62.29,1548,58,Good
36.62,53.92,1644,168,Average
28.54,74.09,790,179,Average
26.02,87.17,214,120,Average
25.46,84.33,1249,87,Good
34.97,53.08,1159,99,Good
32.46,89.86,738,129,Bad
29.81,66.13,940,160,Good
25.97,64.06,1396,101,Excellent
28.32,54.79,1944,148,Excellent
30.8,70.74,1006,180,Good
28.59,86.86,1521,104,Good
27.86,51.67,799,162,Average
26.53,73.35,1745,120,Excellent
26.9,60.64,1595,109,Excellent
30.85,47.57,922,190,Average
38.21,49.91,542,167,Bad
24.83,86.97,1403,158,Bad
30.26,52.27,1654,67,Good
23.79,89.03,1689,133,Average
31.62,69.8,665,170,Average
21.7,77.57,1873,79,Bad
29.28,56.18,1345,143,Excellent
30.51,84.72,1991,92,Good
27.87,85.8,244,88,Average
33.58,65.96,1352,85,Good
20.81,63.61,982,183,Average
31.08,54.06,1189,194,Good
22.89,68.24,1771,188,Average
26.23,55.45,1597,191,Good
35.12,85.85,1610,59,Bad
31.45,73.91,1880,144,Excellent
36.89,88.58,1758,143,Average
38.71,65.75,1488,58,Average
35.13,42.22,749,187,Bad
27.3,52.53,999,95,Excellent
36.9,66.52,342,136,Average
21.24,44.2,619,184,Bad
29.07,74.46,561,50,Average
21.51,82.61,808,195,Bad
24.65,73.21,818,53,Average
36.13,53.63,1892,123,Good
29.42,56.54,859,90,Excellent
28.9,53.69,1396,80,Excellent
20.54,89.31,1578,51,Bad
39.77,44.26,832,155,Bad
37.48,43.2,880,131,Average
29.67,66.03,1716,184,Good
36.0,64.62,820,77,Average
23.86,58.83,355,101,Average
25.32,43.89,1246,186,Average
38.9,52.57,1981,60,Average
28.73,69.52,948,199,Good
20.14,43.94,744,54,Bad
21.5,75.79,239,81,Bad
34.43,78.86,232,62,Bad
22.61,61.62,1745,135,Good
31.49,78.98,1338,131,Good
33.37,49.83,895,113,Average
28.82,50.12,1090,106,Excellent
37.11,61.81,1889,95,Good
30.24,81.11,990,66,Average
21.44,47.76,757,73,Bad
22.76,44.87,362,167,Bad
33.78,52.2,1621,83,Good
37.01,42.07,887,122,Average
39.52,49.35,1612,182,Bad
35.82,89.7,1942,181,Bad
23.59,56.57,904,70,Average
20.32,77.5,1686,88,Average
30.57,59.54,739,73,Average
24.07,66.81,1701,162,Average
29.55,48.75,1078,127,Good
30.63,71.97,1311,182,Good
24.64,42.65,1602,151,Bad
38.68,81.07,899,56,Bad
23.36,86.31,1109,158,Bad
24.43,43.87,1467,90,Average
20.49,82.34,778,137,Bad
24.51,82.67,1761,50,Bad
23.75,82.32,1184,72,Bad
21.9,81.65,1634,84,Average
21.65,80.61,1553,157,Bad
28.53,45.14,722,135,Average
27.51,77.67,982,131,Good
20.5,67.15,742,56,Bad
28.12,55.49,1053,181,Good
39.69,85.85,569,154,Bad
22.32,72.21,1928,106,Good
36.55,57.77,1792,161,Average
33.02,49.53,1850,158,Bad
21.87,48.77,1555,64,Bad
22.98,78.73,334,171,Bad
25.22,58.89,304,144,Good
33.41,74.77,389,164,Bad
32.91,43.36,749,115,Bad
33.52,89.11,1497,107,Average
32.29,86.59,870,56,Bad
36.63,56.92,695,57,Bad
20.55,82.25,1733,165,Bad
30.08,47.84,204,109,Average
27.59,59.16,908,117,Excellent
39.04,55.03,972,123,Good
35.26,48.7,1163,85,Average
28.1,65.58,1563,89,Excellent
38.79,81.87,1891,76,Bad
24.09,59.93,1865,75,Average
28.97,76.9,1557,79,Average
27.2,81.22,1774,135,Good
24.9,73.06,347,104,Average
24.82,71.89,1204,185,Average
34.68,77.55,377,79,Bad
30.22,77.62,357,108,Average
25.38,45.38,361,175,Bad
33.32,61.23,301,123,Average
35.89,84.4,1868,85,Average
32.76,51.8,926,124,Good
23.13,45.17,1227,87,Average
28.05,54.72,519,78,Average
35.03,81.66,887,183,Bad
37.72,82.38,1894,53,Bad
24.23,81.1,1217,57,Bad
32.52,82.2,383,193,Bad
39.85,53.4,684,185,Bad
35.59,57.89,383,101,Average
39.3,77.03,1546,168,Bad
25.58,61.76,954,150,Excellent
36.87,62.9,1972,105,Good
30.01,50.6,846,180,Good
23.43,80.53,324,82,Bad
38.45,51.27,581,197,Bad
31.9,69.28,973,63,Good
30.4,46.72,1623,160,Average
36.39,70.54,1457,161,Average
36.4,57.6,1704,145,Good
31.44,55.37,1221,122,Excellent
36.38,85.75,1938,192,Bad
36.28,75.55,864,134,Average
36.68,68.7,1491,112,Good
24.15,77.06,296,114,Bad
24.18,75.53,1796,182,Bad
25.64,66.9,592,181,Average
35.69,84.89,783,187,Bad
22.13,67.97,1990,141,Good
25.92,84.8,1931,185,Average
25.89,81.0,668,94,Average
36.56,45.06,1265,102,Average
24.74,56.36,551,78,Bad
27.07,76.47,241,90,Average
23.66,68.57,1912,147,Good
31.03,59.24,1563,156,Good
37.31,76.49,1367,85,Average
22.77,41.37,1462,195,Bad
37.13,79.28,1796,98,Average
29.7,87.8,1586,74,Average
24.56,82.55,1899,146,Average
33.4,68.19,1638,178,Average
39.73,52.79,1602,120,Good
38.4,61.4,235,100,Average
31.12,52.02,1099,189,Good
32.62,79.85,968,194,Bad
22.65,78.73,1111,112,Average
32.08,87.07,1586,129,Average
26.14,80.16,420,154,Bad
20.51,62.13,337,76,Bad
31.8,73.72,1944,114,Excellent
38.74,61.36,495,128,Average
24.9,47.29,1217,111,Average
34.94,75.73,1910,91,Average
33.82,44.32,1892,147,Average
30.51,86.25,1598,106,Good
28.52,89.84,1828,119,Good
35.75,45.12,433,198,Bad
38.76,60.48,867,149,Good
26.46,40.48,1143,169,Average
26.41,86.16,1543,117,Good
32.18,83.5,740,189,Bad
33.21,76.92,567,100,Bad
33.91,89.72,1941,151,Bad
30.47,70.12,1133,75,Good
22.44,70.85,1514,95,Good
37.19,69.39,1407,183,Average
39.21,41.99,1142,94,Average
30.17,87.31,901,104,Good
38.73,59.46,1680,188,Average
30.79,64.31,1256,162,Good
35.17,42.47,1678,122,Average
23.9,88.65,1917,198,Bad
24.63,64.87,896,189,Average
25.19,63.6,1042,77,Good
29.2,65.46,1322,135,Excellent
21.8,40.02,773,181,Bad
28.31,41.93,1767,62,Average
27.07,51.32,1968,178,Good
30.9,66.55,937,75,Good
20.01,60.6,1093,77,Average
31.95,81.01,918,89,Good
36.03,42.57,1804,91,Average
36.77,50.33,255,134,Average
25.28,49.58,1799,55,Average
35.43,85.8,1530,98,Average
36.85,51.6,1612,163,Average
33.54,70.4,1587,52,Average
38.4,43.99,1232,134,Average
30.62,85.51,220,120,Average
30.21,50.66,1330,55,Good
22.7,75.97,1617,145,Average
24.61,40.18,1421,69,Bad
32.88,57.04,1486,143,Good
37.14,62.34,1081,134,Good
23.22,78.9,1056,52,Bad
20.88,62.65,1211,112,Good
21.69,55.64,617,162,Bad
25.61,71.5,1503,122,Excellent
37.97,63.55,1310,83,Good
37.88,57.98,773,112,Average
37.74,79.62,1170,107,Average
34.65,82.04,326,65,Bad
30.64,42.01,1005,82,Good
37.82,79.06,1049,192,Bad
35.85,68.88,553,51,Bad
24.3,60.5,1196,86,Good
35.38,55.09,1539,195,Average
20.37,80.34,731,75,Bad
20.07,54.55,219,147,Average
30.79,85.22,1160,146,Good
37.87,74.35,1245,79,Average
36.22,60.22,1287,90,Good
36.66,87.61,1269,154,Bad
22.88,45.48,508,83,Bad
36.57,52.04,240,191,Bad
20.82,88.4,1194,72,Bad
28.32,69.69,247,176,Average
24.71,44.77,1633,101,Average
29.6,75.33,200,160,Bad
29.84,57.87,1865,65,Good
35.7,51.54,713,159,Bad
35.91,77.54,883,149,Average
24.11,79.04,1315,140,Average
23.39,70.93,1068,116,Good
32.74,77.19,707,83,Bad
20.94,88.71,1815,166,Bad
26.27,56.56,433,189,Average
25.87,89.65,731,199,Bad
31.55,54.47,1472,52,Good
34.47,44.47,441,78,Bad
31.51,76.92,1663,165,Average
22.09,69.03,211,105,Average
27.32,86.69,1652,75,Average
35.05,43.03,1414,77,Bad
38.71,61.5,1062,77,Average
27.62,75.02,1020,198,Average
25.91,66.03,484,133,Good
20.95,87.64,1382,76,Bad
32.29,58.17,1760,181,Average
36.9,70.76,1100,174,Average
28.84,72.46,1470,106,Excellent
24.63,64.84,564,74,Bad
28.19,65.54,481,62,Average
30.1,43.31,1488,171,Average
28.91,45.98,381,165,Bad
37.57,61.0,1613,178,Average
21.16,77.19,1982,64,Bad
23.32,50.26,1157,123,Good
22.52,44.1,651,128,Bad
34.93,87.77,1720,135,Average
25.53,68.3,885,170,Good
38.79,71.17,634,136,Average
23.37,46.37,1184,179,Bad
21.75,63.57,450,83,Average
20.21,79.39,221,178,Bad
21.76,41.0,1855,178,Bad
34.14,88.49,1109,101,Average
21.2,55.69,976,113,Good
38.67,79.24,697,192,Bad
32.57,77.44,675,137,Bad
31.07,64.56,776,64,Average
38.8,89.43,1549,182,Bad
27.23,64.64,1811,169,Good
31.52,66.76,976,185,Good
24.94,66.65,1573,61,Average
37.42,53.24,1496,154,Average
39.15,55.85,684,74,Bad
28.55,67.13,1217,132,Excellent
31.23,54.38,1952,162,Good
29.22,88.09,1576,89,Good
35.13,86.51,1020,134,Average
25.11,73.77,778,68,Average
20.92,84.27,1587,114,Average
25.56,55.48,1052,177,Good
20.94,69.2,361,97,Average
39.17,40.57,307,50,Bad
36.02,72.87,899,151,Average
36.74,58.51,652,166,Bad
23.48,57.51,796,74,Bad
31.21,59.38,273,87,Good
27.25,64.05,1376,52,Good
28.55,69.72,1587,83,Excellent
31.84,49.6,927,188,Average
22.48,54.88,552,76,Bad
25.93,57.77,1580,193,Good
34.29,57.77,1284,120,Good
22.46,81.95,1522,181,Bad
37.22,54.36,1823,75,Average
20.7,55.13,1042,70,Average
31.71,87.78,982,82,Good
22.08,80.47,1742,114,Average
33.06,80.85,518,65,Bad
34.21,76.11,689,165,Bad
21.54,40.84,1030,126,Average
25.6,79.2,307,146,Average
26.39,68.74,1679,70,Good
30.07,43.72,395,102,Average
34.49,56.71,727,145,Average
39.55,48.99,1907,171,Bad
25.45,72.16,339,148,Good
32.94,82.85,312,146,Bad
22.16,42.42,955,75,Bad
31.33,45.63,1695,198,Average
31.92,87.48,829,93,Good
26.28,74.37,1405,175,Good
38.54,80.78,1336,185,Bad
20.3,77.59,1022,169,Bad
35.32,83.46,707,149,Bad
36.13,67.95,1701,172,Average
20.56,71.33,1222,148,Good
25.15,77.46,647,51,Bad
25.68,76.94,1851,89,Good
39.05,73.82,286,57,Bad
28.44,40.73,1811,172,Average
35.66,50.17,1774,87,Good
36.95,80.65,1939,189,Bad
31.8,40.69,455,129,Average
25.74,76.64,728,115,Average
32.76,53.29,1677,184,Average
34.63,73.91,503,173,Bad
24.66,84.21,1143,134,Average
26.91,46.75,485,176,Bad
37.13,88.56,1187,131,Average
22.77,75.03,692,105,Bad
24.23,54.7,877,190,Average
33.5,84.67,641,111,Bad
22.25,45.05,1556,92,Average
36.26,54.65,1426,83,Good
38.38,57.14,1554,180,Average
28.12,57.43,624,109,Good
28.53,47.34,424,181,Bad
31.78,57.71,1787,117,Excellent
26.67,87.05,1440,86,Good
34.22,55.66,891,109,Good
27.44,48.51,1544,71,Average
32.85,53.49,1639,127,Good
36.65,74.5,785,136,Average
36.19,63.39,1398,106,Good
24.45,51.28,582,94,Average
34.43,59.05,1808,79,Average
28.39,85.73,1552,93,Good
31.97,46.55,1453,92,Good
32.0,54.2,1249,137,Excellent
23.37,43.63,1025,126,Average
35.92,75.01,1739,62,Bad
27.04,64.05,647,76,Average
21.28,50.87,622,116,Average
35.27,88.63,408,116,Bad
21.7,81.75,1163,86,Average
26.9,75.39,637,121,Average
37.23,42.81,1191,60,Bad
20.4,72.34,876,182,Average
29.13,81.54,1748,124,Good
27.29,79.34,1427,136,Good
24.1,80.76,852,131,Average
37.33,82.94,1672,110,Average
38.21,75.93,590,199,Bad
23.84,79.91,1317,73,Bad
38.71,74.81,1659,54,Average
34.43,83.99,708,130,Bad
28.81,55.81,831,84,Excellent
20.95,63.75,931,198,Average
39.95,70.25,1075,191,Average
36.98,58.1,1904,92,Good
38.01,89.6,1580,66,Bad
27.75,83.58,787,94,Average
20.74,46.66,1863,191,Bad
27.26,63.44,648,116,Good
39.52,85.81,1862,162,Bad
32.27,85.37,1971,119,Average
38.34,75.12,922,159,Bad
32.44,68.03,927,163,Average
36.91,73.54,1303,59,Average
26.29,69.98,532,142,Good
31.64,40.77,601,83,Average
27.44,71.37,319,123,Good
36.66,65.56,1047,50,Average
21.32,79.73,1690,131,Average
31.55,81.01,524,62,Bad
36.71,42.66,294,67,Bad
25.08,49.65,1496,146,Good
26.34,65.59,1090,126,Excellent
22.71,66.94,681,130,Average
26.38,61.62,1447,64,Good
28.49,47.17,1124,195,Average
38.82,68.31,1232,79,Average
35.1,44.37,531,54,Bad
31.53,86.18,1848,126,Good
38.72,75.57,932,191,Bad
32.47,69.31,1745,76,Average
20.0,83.3,348,178,Bad
38.84,71.81,1916,165,Average
27.26,46.43,1906,116,Good
25.5,63.52,1953,57,Good
29.88,60.87,1400,110,Excellent
28.9,71.82,363,111,Good
30.65,74.35,465,175,Average
38.48,45.95,1571,134,Average
33.25,74.46,1927,131,Good
30.0,48.21,619,169,Bad
22.3,59.72,497,186,Bad
35.45,83.78,1577,140,Average
29.36,42.27,1614,77,Average
32.09,61.19,683,122,Average
37.34,60.06,1566,51,Average
21.39,78.15,1298,162,Bad
38.82,80.78,889,143,Average
24.12,65.03,1162,121,Good
32.59,65.42,1295,157,Average
39.37,72.93,1105,146,Good
30.72,75.96,896,196,Average
27.4,44.53,428,143,Average
33.55,58.31,1656,94,Good
33.1,42.44,421,170,Bad
20.11,57.84,1985,105,Good
34.67,43.22,1590,54,Bad
26.49,72.48,219,82,Good
36.99,85.8,1323,104,Average
38.34,56.67,633,136,Average
33.92,80.71,1523,93,Average
36.26,77.32,930,85,Average
30.46,40.05,1370,172,Average
31.03,83.12,488,105,Average
29.93,48.13,1895,87,Good
31.61,75.36,1090,191,Average
25.99,54.01,746,150,Good
23.95,81.41,1091,108,Average
30.74,80.72,1802,132,Good
21.0,89.62,1904,74,Bad
22.5,42.56,377,146,Bad
32.79,43.81,358,191,Bad
23.33,43.43,1019,199,Bad
24.7,71.45,1825,64,Average
20.75,77.3,525,174,Bad
39.18,71.5,953,83,Good
38.03,43.34,929,194,Bad
22.79,64.08,918,64,Average
24.3,61.28,1932,189,Average
38.05,88.93,1632,139,Average
31.23,76.35,386,170,Bad
22.24,76.87,1585,192,Bad
29.49,71.74,890,144,Excellent
24.73,42.12,1715,103,Average
34.68,40.41,1743,87,Average
26.69,68.85,1529,138,Excellent
27.34,87.5,778,123,Average
34.45,51.68,865,92,Good
38.96,52.35,1257,88,Good
28.91,59.33,535,56,Average
26.61,68.32,1920,110,Excellent
24.99,75.27,717,157,Bad
39.19,84.37,1383,61,Bad
36.38,57.69,1764,109,Good
36.35,79.51,429,177,Bad
36.42,87.05,1262,182,Bad
33.96,60.31,1967,54,Average
26.38,70.75,1240,197,Good
24.77,74.38,576,155,Bad
28.39,61.59,1692,96,Excellent
35.45,57.37,1725,150,Good
28.5,89.33,1357,99,Good
28.77,49.43,1647,76,Average
35.55,75.01,391,78,Bad
29.23,77.31,533,159,Bad
24.52,87.58,1040,176,Bad
26.01,74.93,357,160,Average
32.76,83.66,958,99,Average
26.57,67.17,212,159,Average
21.29,72.0,397,96,Average
29.97,41.99,435,78,Bad
26.92,60.5,434,91,Good
37.2,80.08,1045,51,Bad
36.28,80.86,1265,168,Bad
34.0,51.51,1869,166,Average
35.5,59.53,954,77,Average
34.85,71.26,1232,178,Average
23.71,46.65,1442,57,Bad
20.22,43.52,1555,80,Average
26.16,42.39,1087,53,Average
36.5,44.62,533,93,Bad
39.09,81.39,882,66,Bad
21.31,60.88,1607,99,Good
34.7,54.14,1251,109,Good
36.53,85.96,420,165,Bad
24.55,77.53,1880,58,Bad
31.59,77.99,1354,122,Good
22.54,79.75,693,174,Bad
37.67,83.78,1360,66,Bad
23.49,56.92,1250,102,Good
32.61,78.79,1278,109,Average
34.92,49.62,334,66,Bad
25.57,63.91,1370,117,Excellent
32.84,84.72,1704,195,Bad
25.78,45.29,411,135,Average
36.2,72.46,1488,170,Average
27.86,81.84,1456,181,Average
26.27,51.86,1563,131,Excellent
21.39,74.12,594,89,Average
38.31,73.41,1593,107,Good
22.25,46.72,693,134,Bad
22.85,85.53,274,61,Bad
21.84,55.67,774,147,Average
36.46,55.76,1860,107,Good
27.57,73.08,778,188,Average
39.93,88.05,1306,67,Bad
38.88,83.42,933,62,Bad
34.61,65.67,1951,85,Good
25.83,55.28,365,80,Good
39.85,53.98,1116,108,Good
39.0,63.9,1960,68,Average
35.36,61.74,523,93,Average
24.8,49.52,1049,122,Average
25.94,86.95,1772,84,Good
21.37,79.26,828,168,Bad
32.94,54.37,584,88,Average
35.35,87.13,447,174,Bad
34.88,75.79,723,99,Bad
26.66,87.44,1329,61,Average
35.11,45.95,343,175,Bad
24.97,41.97,1488,147,Average
23.75,81.01,992,75,Bad
37.25,48.11,1494,154,Bad
27.9,88.68,1368,58,Average
20.92,59.35,770,92,Average
29.41,42.97,1838,68,Average
35.96,72.52,1179,184,Average
29.97,43.84,1834,179,Average
21.28,44.62,1560,147,Average
29.66,68.66,1944,114,Excellent
36.3,59.91,253,110,Average
24.83,64.03,1020,53,Average
26.07,87.19,982,58,Average
29.65,61.83,1270,139,Excellent
33.66,64.57,459,54,Bad
36.88,80.91,527,84,Bad
34.53,65.23,1181,71,Average
39.11,83.48,1904,136,Average
21.2,62.92,1993,150,Good
30.44,48.31,1732,156,Average
38.15,78.59,286,193,Bad
26.76,62.11,204,195,Average
35.84,49.77,631,165,Bad
29.37,86.98,1535,96,Good
21.31,67.64,1931,56,Average
25.85,75.62,336,198,Bad
25.84,50.21,1077,67,Good
27.7,51.84,549,196,Average
30.71,85.04,706,61,Bad
21.98,86.95,1229,155,Bad
35.84,78.42,1922,132,Average
27.7,79.38,1066,133,Good
24.95,68.71,719,157,Bad
22.38,74.88,1161,174,Average
29.38,70.78,822,123,Excellent
31.79,43.57,1869,76,Average
25.63,81.68,510,135,Average
29.7,44.92,667,142,Average
33.85,53.68,1612,77,Average
29.51,49.28,1109,132,Good
36.9,41.79,1243,135,Average
29.41,56.9,654,113,Good
23.9,55.85,390,158,Bad
20.89,57.01,284,86,Average
32.95,68.29,803,50,Average
35.49,40.11,1752,156,Bad
26.11,72.78,1539,159,Good
25.29,85.89,794,150,Average
21.38,58.62,1123,175,Average
38.6,57.1,453,145,Average
21.6,51.55,293,187,Bad
39.25,81.6,1109,55,Bad
24.46,43.7,1045,99,Average
23.38,89.48,641,103,Bad
29.32,47.24,1133,163,Average
25.17,40.83,1361,110,Good
28.28,61.81,1515,109,Excellent
28.39,50.15,666,117,Good
35.66,76.8,1466,83,Average
33.33,89.35,1245,82,Average
32.9,67.91,256,98,Average
22.19,61.87,952,75,Average
35.09,72.14,385,91,Average
35.78,59.55,1225,138,Good
31.0,79.04,1016,78,Average
24.09,48.18,627,83,Bad
30.8,72.42,538,191,Average
23.74,48.35,1314,175,Bad
31.91,81.74,366,144,Average
38.18,47.93,1425,93,Average
37.16,40.33,528,198,Bad
33.52,68.18,1812,78,Average
24.83,62.99,1422,60,Average
36.16,71.99,1295,137,Good
36.94,86.68,1226,115,Average
23.29,66.82,1187,145,Good
32.33,47.07,650,78,Bad
23.0,56.34,1778,133,Good
29.94,77.92,1764,110,Good
27.79,43.41,695,108,Average
35.02,86.9,325,75,Bad
29.73,45.19,677,86,Average
38.28,77.86,1766,167,Bad
21.13,70.32,606,168,Bad
25.37,46.98,205,122,Average
26.17,73.66,309,58,Average
39.92,45.06,578,52,Bad
28.09,48.84,1605,76,Average
36.85,40.67,985,83,Average
21.24,66.4,1393,164,Average
32.61,41.78,241,143,Bad
24.08,85.55,1464,153,Bad
28.83,72.0,1900,107,Excellent
36.18,58.48,819,148,Good
22.15,81.89,1291,67,Bad
36.55,57.97,1452,101,Good
22.02,77.15,1508,55,Bad
29.4,42.45,816,181,Average
20.24,50.48,1300,112,Good
23.88,61.22,849,198,Average
24.93,63.98,1480,134,Good
23.34,83.62,351,73,Bad
32.78,89.17,742,131,Bad
34.92,78.65,1557,112,Average
37.29,83.69,745,155,Bad
30.9,67.74,271,104,Good
31.55,79.41,381,158,Bad
32.78,69.17,1845,144,Good
38.11,43.23,1881,191,Bad
36.28,47.3,1645,85,Average
21.88,61.67,1861,153,Average
36.05,60.36,1260,74,Average
28.43,60.03,1554,81,Excellent
36.25,54.73,1574,130,Good
36.3,60.76,981,51,Average
32.09,54.31,1915,191,Average
34.45,75.13,1517,67,Bad
33.86,62.16,1945,140,Good
23.43,89.0,1049,81,Average
35.84,45.69,465,57,Bad
36.54,53.16,801,77,Average
35.32,64.61,1341,64,Average
29.36,63.66,1475,108,Excellent
38.83,55.86,1352,74,Average
38.35,54.97,334,172,Bad
20.89,88.9,362,141,Bad
31.29,79.24,1946,121,Good
31.96,46.99,993,174,Average
34.2,83.36,1394,50,Bad
35.64,52.12,1755,116,Good
24.36,78.7,1482,135,Average
35.97,66.61,504,86,Average
38.89,65.92,1370,119,Good
24.32,71.37,1313,170,Average
29.34,89.09,1201,116,Good
38.5,86.42,919,149,Average
27.85,72.33,1470,165,Good
27.64,61.73,1096,99,Excellent
27.87,62.38,801,88,Excellent
20.12,54.49,1986,121,Good
37.88,85.4,1865,115,Average
33.88,73.55,822,130,Good
36.15,41.54,652,76,Bad
29.57,81.66,631,101,Average
32.13,40.87,959,90,Average
26.36,86.71,1386,69,Average
27.65,63.31,739,199,Average
23.72,55.86,1123,123,Good
38.38,79.76,440,131,Bad
36.74,63.73,874,63,Average
29.37,78.2,1890,186,Average
23.21,58.23,1929,99,Good
39.83,71.39,670,82,Average
32.87,86.14,1531,104,Average
26.94,67.46,1022,97,Excellent
24.71,74.87,1395,181,Average
33.83,77.78,1659,193,Bad
24.7,74.4,288,105,Average
38.28,73.02,708,195,Bad
29.74,64.64,1257,98,Excellent
28.06,67.6,724,93,Good
34.66,63.45,1072,133,Good
39.5,53.47,1885,128,Good
27.21,46.38,1756,149,Good
37.59,40.13,984,169,Bad
25.3,86.93,1491,132,Good
30.31,57.7,773,112,Good
33.92,65.59,1002,157,Average
37.59,79.78,447,108,Bad
37.46,70.89,356,88,Average
26.24,58.83,585,160,Average
37.27,71.53,1504,108,Good
38.62,62.42,874,96,Good
29.19,73.72,1481,94,Excellent
28.06,68.91,201,80,Good
34.61,66.59,1223,177,Average
27.37,66.49,1301,171,Good
31.69,62.69,1202,141,Excellent
33.49,59.8,1678,171,Average
33.31,66.97,694,75,Bad
35.36,43.11,1330,138,Average
38.45,56.76,491,183,Bad
27.98,62.57,1169,185,Good
24.49,61.76,678,90,Average
37.82,67.2,1376,72,Average
35.64,45.6,1281,171,Bad
21.95,65.52,942,173,Average
33.88,50.01,1305,160,Average
32.46,48.85,1130,71,Bad
25.2,81.67,1120,101,Good
28.48,73.25,1033,178,Good
25.06,71.38,905,57,Good
35.39,41.75,714,72,Bad
20.91,58.97,1999,135,Good
39.97,69.66,925,58,Average
22.08,81.26,1404,172,Bad
29.98,62.05,1273,109,Excellent
39.0,80.5,355,86,Bad
32.08,53.74,1253,53,Average
38.71,63.64,1043,111,Good
30.94,59.48,1521,146,Excellent
26.79,51.41,1077,83,Excellent
22.93,64.85,1655,161,Average
29.34,81.73,851,146,Good
28.06,40.29,342,132,Average
25.51,76.27,1522,119,Good
23.17,86.42,1364,99,Average
36.94,57.42,1475,94,Good
23.7,53.58,1128,190,Average
20.65,64.78,1356,132,Good
26.81,83.48,1009,161,Average
26.12,66.07,1141,71,Good
29.02,46.01,450,56,Bad
31.23,48.27,277,133,Average
37.65,49.44,367,148,Bad
37.89,83.78,461,144,Bad
29.64,89.43,1130,67,Average
37.6,71.09,560,170,Bad
20.55,63.58,1178,97,Good
38.23,51.6,1737,190,Average
34.79,60.62,310,182,Bad
35.42,63.95,1808,199,Average
34.95,63.54,1281,143,Good
31.22,65.13,695,124,Good
28.16,71.24,1911,192,Good
23.8,65.49,950,63,Average
32.24,40.33,997,177,Bad
39.13,67.66,1668,158,Average
31.83,67.43,708,69,Average
27.47,54.32,760,191,Average
35.89,46.67,1476,141,Average
20.68,76.22,1562,169,Bad
29.99,84.63,720,72,Bad
37.07,83.7,762,103,Bad
30.01,52.87,716,199,Average
27.36,71.04,1077,78,Good
25.97,51.27,967,124,Excellent
33.79,59.11,1703,106,Good
34.86,55.22,1069,167,Average
34.41,82.3,1001,183,Bad
22.52,53.88,521,115,Average
24.62,81.67,1127,94,Average
36.77,49.67,1188,177,Bad
38.78,67.58,1245,123,Good
27.28,78.13,741,111,Average
36.27,44.85,1817,190,Bad
34.26,66.09,842,94,Good
37.31,83.77,1715,104,Average
34.03,44.78,1239,70,Bad
38.22,44.41,1077,99,Average
33.31,55.49,1037,85,Good
38.08,82.87,209,112,Bad
34.62,47.51,1857,94,Average
23.3,87.85,965,161,Bad
36.46,58.04,956,171,Average
32.05,74.58,718,176,Bad
37.64,65.41,392,124,Average
27.5,76.43,1851,108,Good
22.92,59.32,1023,77,Average
26.9,68.6,293,198,Average
31.49,57.03,1063,98,Excellent
26.42,40.43,1082,148,Good
30.21,49.3,423,91,Average
27.92,57.04,261,163,Average
38.16,89.05,1567,101,Average
32.87,83.26,262,56,Bad
27.49,41.59,1583,161,Average
38.12,56.52,1926,139,Good
27.28,85.33,1122,182,Average
30.25,51.5,598,161,Average
27.59,86.97,1931,114,Good
23.86,40.5,1489,77,Bad
22.03,64.38,502,51,Bad
24.46,65.41,666,139,Average
21.2,68.63,397,103,Average
33.6,59.86,506,112,Average
39.1,47.77,1970,62,Bad
23.56,64.11,1512,178,Average
32.85,67.23,291,103,Average
29.32,66.31,1927,167,Good
22.63,73.54,234,95,Average
34.36,49.31,761,176,Bad
37.22,71.69,440,54,Bad
30.85,54.81,1546,140,Excellent
25.02,84.73,256,195,Bad
23.59,47.23,1589,173,Bad
37.76,80.83,547,81,Bad
28.0,56.32,1099,130,Excellent
27.91,51.31,1335,181,Good
38.87,54.05,1724,181,Average
36.25,74.24,1735,168,Average
37.2,83.43,202,134,Bad
23.58,79.96,1506,173,Bad
30.81,81.75,1836,96,Good
36.17,76.91,273,190,Bad
